grna_id	grna_target	chr	start	end
250514_VIC_CFB_TSS_Enhancers_1150	VIC_TBX20_enh_19	chr7	35261553.0	35261573.0
250514_VIC_CFB_TSS_Enhancers_1151	VIC_TBX20_enh_19	chr7	35261592.0	35261612.0
250514_VIC_CFB_TSS_Enhancers_1152	VIC_TBX20_enh_19	chr7	35261640.0	35261660.0
250514_VIC_CFB_TSS_Enhancers_1153	VIC_TBX20_enh_19	chr7	35261700.0	35261720.0
250514_VIC_CFB_TSS_Enhancers_1154	VIC_TBX20_enh_19	chr7	35261717.0	35261737.0
250514_VIC_CFB_TSS_Enhancers_1155	VIC_TBX20_enh_19	chr7	35261732.0	35261752.0
250514_VIC_CFB_TSS_Enhancers_1156	VIC_TBX20_enh_19	chr7	35261775.0	35261795.0
250514_VIC_CFB_TSS_Enhancers_1157	VIC_TBX20_enh_19	chr7	35261810.0	35261830.0
250514_VIC_CFB_TSS_Enhancers_1158	VIC_TBX20_enh_19	chr7	35261837.0	35261857.0
250514_VIC_CFB_TSS_Enhancers_1159	VIC_TBX20_enh_19	chr7	35261858.0	35261878.0
250514_VIC_CFB_TSS_Enhancers_1160	VIC_TBX20_enh_19	chr7	35261867.0	35261887.0
250514_VIC_CFB_TSS_Enhancers_1161	FB_TBX20_enh_11	chr7	35261912.0	35261932.0
250514_VIC_CFB_TSS_Enhancers_1162	VIC_TBX20_enh_19	chr7	35261959.0	35261979.0
250514_VIC_CFB_TSS_Enhancers_1163	VIC_TBX20_enh_19	chr7	35261980.0	35262000.0
250514_VIC_CFB_TSS_Enhancers_1164	VIC_TBX20_enh_19	chr7	35261989.0	35262009.0
250514_VIC_CFB_TSS_Enhancers_1165	VIC_TBX20_enh_20	chr7	35262053.0	35262073.0
250514_VIC_CFB_TSS_Enhancers_1166	FB_TBX20_enh_12	chr7	35262066.0	35262086.0
250514_VIC_CFB_TSS_Enhancers_1167	VIC_TBX20_enh_20	chr7	35262067.0	35262087.0
250514_VIC_CFB_TSS_Enhancers_1168	VIC_TBX20_enh_20	chr7	35262080.0	35262100.0
250514_VIC_CFB_TSS_Enhancers_1169	VIC_TBX20_enh_20	chr7	35262089.0	35262109.0
250514_VIC_CFB_TSS_Enhancers_1170	VIC_TBX20_enh_20	chr7	35262120.0	35262140.0
250514_VIC_CFB_TSS_Enhancers_1171	VIC_TBX20_enh_20	chr7	35262141.0	35262161.0
250514_VIC_CFB_TSS_Enhancers_1172	VIC_TBX20_enh_20	chr7	35262150.0	35262170.0
250514_VIC_CFB_TSS_Enhancers_1173	VIC_TBX20_enh_20	chr7	35262168.0	35262188.0
250514_VIC_CFB_TSS_Enhancers_1174	VIC_TBX20_enh_20	chr7	35262203.0	35262223.0
250514_VIC_CFB_TSS_Enhancers_1175	VIC_TBX20_enh_20	chr7	35262205.0	35262225.0
250514_VIC_CFB_TSS_Enhancers_1176	VIC_TBX20_enh_20	chr7	35262229.0	35262249.0
250514_VIC_CFB_TSS_Enhancers_1177	VIC_TBX20_enh_20	chr7	35262245.0	35262265.0
250514_VIC_CFB_TSS_Enhancers_1178	VIC_TBX20_enh_20	chr7	35262261.0	35262281.0
250514_VIC_CFB_TSS_Enhancers_1179	VIC_TBX20_enh_20	chr7	35262279.0	35262299.0
250514_VIC_CFB_TSS_Enhancers_1180	FB_TBX20_enh_12	chr7	35262314.0	35262334.0
250514_VIC_CFB_TSS_Enhancers_1181	VIC_TBX20_enh_20	chr7	35262328.0	35262348.0
250514_VIC_CFB_TSS_Enhancers_1182	FB_TBX20_enh_14	chr7	35263440.0	35263460.0
250514_VIC_CFB_TSS_Enhancers_1183	FB_TBX20_enh_14	chr7	35263466.0	35263486.0
250514_VIC_CFB_TSS_Enhancers_1184	FB_TBX20_enh_14	chr7	35263512.0	35263532.0
250514_VIC_CFB_TSS_Enhancers_1185	FB_TBX20_enh_14	chr7	35263533.0	35263553.0
250514_VIC_CFB_TSS_Enhancers_1186	FB_TBX20_enh_14	chr7	35263540.0	35263560.0
250514_VIC_CFB_TSS_Enhancers_1187	FB_TBX20_enh_14	chr7	35263563.0	35263583.0
250514_VIC_CFB_TSS_Enhancers_1188	FB_TBX20_enh_14	chr7	35263564.0	35263584.0
250514_VIC_CFB_TSS_Enhancers_1189	FB_TBX20_enh_14	chr7	35263568.0	35263588.0
250514_VIC_CFB_TSS_Enhancers_1190	FB_TBX20_enh_14	chr7	35263572.0	35263592.0
250514_VIC_CFB_TSS_Enhancers_1191	FB_TBX20_enh_14	chr7	35263584.0	35263604.0
250514_VIC_CFB_TSS_Enhancers_1192	FB_TBX20_enh_14	chr7	35263598.0	35263618.0
250514_VIC_CFB_TSS_Enhancers_1193	FB_TBX20_enh_14	chr7	35263614.0	35263634.0
250514_VIC_CFB_TSS_Enhancers_1194	FB_TBX20_enh_14	chr7	35263626.0	35263646.0
250514_VIC_CFB_TSS_Enhancers_1195	FB_TBX20_enh_14	chr7	35263678.0	35263698.0
250514_VIC_CFB_TSS_Enhancers_1196	FB_TBX20_enh_14	chr7	35263827.0	35263847.0
250514_VIC_CFB_TSS_Enhancers_1197	FB_TBX20_enh_16	chr7	35327230.0	35327250.0
250514_VIC_CFB_TSS_Enhancers_1198	FB_TBX20_enh_16	chr7	35327256.0	35327276.0
250514_VIC_CFB_TSS_Enhancers_1199	FB_TBX20_enh_16	chr7	35327269.0	35327289.0
250514_VIC_CFB_TSS_Enhancers_1200	FB_TBX20_enh_16	chr7	35327403.0	35327423.0
250514_VIC_CFB_TSS_Enhancers_1201	FB_TBX20_enh_16	chr7	35327419.0	35327439.0
250514_VIC_CFB_TSS_Enhancers_1202	FB_TBX20_enh_16	chr7	35327428.0	35327448.0
250514_VIC_CFB_TSS_Enhancers_1203	FB_TBX20_enh_16	chr7	35327436.0	35327456.0
250514_VIC_CFB_TSS_Enhancers_1204	FB_TBX20_enh_16	chr7	35327472.0	35327492.0
250514_VIC_CFB_TSS_Enhancers_1205	FB_TBX20_enh_16	chr7	35327477.0	35327497.0
250514_VIC_CFB_TSS_Enhancers_1206	FB_TBX20_enh_16	chr7	35327489.0	35327509.0
250514_VIC_CFB_TSS_Enhancers_1207	FB_TBX20_enh_16	chr7	35327498.0	35327518.0
250514_VIC_CFB_TSS_Enhancers_1208	FB_TBX20_enh_16	chr7	35327502.0	35327522.0
250514_VIC_CFB_TSS_Enhancers_1209	FB_TBX20_enh_16	chr7	35327606.0	35327626.0
250514_VIC_CFB_TSS_Enhancers_1210	FB_TBX20_enh_17	chr7	35332148.0	35332168.0
250514_VIC_CFB_TSS_Enhancers_1211	FB_TBX20_enh_17	chr7	35332152.0	35332172.0
250514_VIC_CFB_TSS_Enhancers_1212	FB_TBX20_enh_17	chr7	35332209.0	35332229.0
250514_VIC_CFB_TSS_Enhancers_1213	FB_TBX20_enh_17	chr7	35332209.0	35332229.0
250514_VIC_CFB_TSS_Enhancers_1214	FB_TBX20_enh_17	chr7	35332222.0	35332242.0
250514_VIC_CFB_TSS_Enhancers_1215	FB_TBX20_enh_17	chr7	35332242.0	35332262.0
250514_VIC_CFB_TSS_Enhancers_1216	FB_TBX20_enh_17	chr7	35332244.0	35332264.0
250514_VIC_CFB_TSS_Enhancers_1217	FB_TBX20_enh_17	chr7	35332246.0	35332266.0
250514_VIC_CFB_TSS_Enhancers_1218	FB_TBX20_enh_17	chr7	35332262.0	35332282.0
250514_VIC_CFB_TSS_Enhancers_1219	FB_TBX20_enh_17	chr7	35332267.0	35332287.0
250514_VIC_CFB_TSS_Enhancers_1220	FB_TBX20_enh_17	chr7	35332269.0	35332289.0
250514_VIC_CFB_TSS_Enhancers_1221	FB_TBX20_enh_17	chr7	35332350.0	35332370.0
250514_VIC_CFB_TSS_Enhancers_1222	FB_TBX20_enh_17	chr7	35332352.0	35332372.0
250514_VIC_CFB_TSS_Enhancers_1223	FB_TBX20_enh_17	chr7	35332421.0	35332441.0
250514_VIC_CFB_TSS_Enhancers_1224	FB_TBX20_enh_17	chr7	35332425.0	35332445.0
250514_VIC_CFB_TSS_Enhancers_1225	FB_TBX20_enh_18	chr7	35386882.0	35386902.0
250514_VIC_CFB_TSS_Enhancers_1226	FB_TBX20_enh_18	chr7	35386916.0	35386936.0
250514_VIC_CFB_TSS_Enhancers_1227	FB_TBX20_enh_18	chr7	35386920.0	35386940.0
250514_VIC_CFB_TSS_Enhancers_1228	FB_TBX20_enh_18	chr7	35386948.0	35386968.0
250514_VIC_CFB_TSS_Enhancers_1229	FB_TBX20_enh_18	chr7	35386958.0	35386978.0
250514_VIC_CFB_TSS_Enhancers_1230	FB_TBX20_enh_18	chr7	35386962.0	35386982.0
250514_VIC_CFB_TSS_Enhancers_1231	FB_TBX20_enh_18	chr7	35386964.0	35386984.0
250514_VIC_CFB_TSS_Enhancers_1232	FB_TBX20_enh_18	chr7	35386990.0	35387010.0
250514_VIC_CFB_TSS_Enhancers_1233	FB_TBX20_enh_18	chr7	35386991.0	35387011.0
250514_VIC_CFB_TSS_Enhancers_1234	FB_TBX20_enh_18	chr7	35387004.0	35387024.0
250514_VIC_CFB_TSS_Enhancers_1235	FB_TBX20_enh_18	chr7	35387015.0	35387035.0
250514_VIC_CFB_TSS_Enhancers_1236	FB_TBX20_enh_18	chr7	35387062.0	35387082.0
250514_VIC_CFB_TSS_Enhancers_1237	FB_TBX20_enh_18	chr7	35387063.0	35387083.0
250514_VIC_CFB_TSS_Enhancers_1238	FB_TBX20_enh_18	chr7	35387068.0	35387088.0
250514_VIC_CFB_TSS_Enhancers_1239	FB_TBX20_enh_18	chr7	35387104.0	35387124.0
250514_VIC_CFB_TSS_Enhancers_1240	FB_TBX20_enh_19	chr7	35387441.0	35387461.0
250514_VIC_CFB_TSS_Enhancers_1241	FB_TBX20_enh_19	chr7	35387443.0	35387463.0
250514_VIC_CFB_TSS_Enhancers_1242	FB_TBX20_enh_19	chr7	35387477.0	35387497.0
250514_VIC_CFB_TSS_Enhancers_1243	FB_TBX20_enh_19	chr7	35387518.0	35387538.0
250514_VIC_CFB_TSS_Enhancers_1244	FB_TBX20_enh_19	chr7	35387521.0	35387541.0
250514_VIC_CFB_TSS_Enhancers_1245	FB_TBX20_enh_19	chr7	35387522.0	35387542.0
250514_VIC_CFB_TSS_Enhancers_1246	FB_TBX20_enh_19	chr7	35387537.0	35387557.0
250514_VIC_CFB_TSS_Enhancers_1247	FB_TBX20_enh_19	chr7	35387538.0	35387558.0
250514_VIC_CFB_TSS_Enhancers_1248	FB_TBX20_enh_19	chr7	35387669.0	35387689.0
250514_VIC_CFB_TSS_Enhancers_1249	FB_TBX20_enh_19	chr7	35387679.0	35387699.0
250514_VIC_CFB_TSS_Enhancers_1250	FB_TBX20_enh_20	chr7	35465582.0	35465602.0
250514_VIC_CFB_TSS_Enhancers_1251	FB_TBX20_enh_20	chr7	35465665.0	35465685.0
250514_VIC_CFB_TSS_Enhancers_1252	FB_TBX20_enh_20	chr7	35465721.0	35465741.0
250514_VIC_CFB_TSS_Enhancers_1253	FB_TBX20_enh_20	chr7	35465759.0	35465779.0
250514_VIC_CFB_TSS_Enhancers_1254	FB_TBX20_enh_20	chr7	35465789.0	35465809.0
250514_VIC_CFB_TSS_Enhancers_1255	FB_TBX20_enh_20	chr7	35465804.0	35465824.0
250514_VIC_CFB_TSS_Enhancers_1256	FB_TBX20_enh_20	chr7	35465843.0	35465863.0
250514_VIC_CFB_TSS_Enhancers_1257	FB_TBX20_enh_20	chr7	35465865.0	35465885.0
250514_VIC_CFB_TSS_Enhancers_1258	FB_TBX20_enh_20	chr7	35465867.0	35465887.0
250514_VIC_CFB_TSS_Enhancers_1259	FB_TBX20_enh_20	chr7	35465877.0	35465897.0
250514_VIC_CFB_TSS_Enhancers_1260	FB_TBX20_enh_20	chr7	35465895.0	35465915.0
250514_VIC_CFB_TSS_Enhancers_1261	FB_TBX20_enh_20	chr7	35465933.0	35465953.0
250514_VIC_CFB_TSS_Enhancers_1262	FB_TBX20_enh_20	chr7	35465970.0	35465990.0
250514_VIC_CFB_TSS_Enhancers_1263	FB_TBX20_enh_20	chr7	35466018.0	35466038.0
250514_VIC_CFB_TSS_Enhancers_1264	FB_TBX20_enh_20	chr7	35466038.0	35466058.0
250514_VIC_CFB_TSS_Enhancers_1265	ENSG00000155849	chr7	36986016.0	36986036.0
250514_VIC_CFB_TSS_Enhancers_1266	ENSG00000155849	chr7	36986034.0	36986054.0
250514_VIC_CFB_TSS_Enhancers_1267	ENSG00000155849	chr7	36986045.0	36986065.0
250514_VIC_CFB_TSS_Enhancers_1268	ENSG00000155849	chr7	36986083.0	36986103.0
250514_VIC_CFB_TSS_Enhancers_1269	ENSG00000155849	chr7	36986098.0	36986118.0
250514_VIC_CFB_TSS_Enhancers_1270	ENSG00000155849	chr7	36986160.0	36986180.0
250514_VIC_CFB_TSS_Enhancers_1271	ENSG00000155849	chr7	36986174.0	36986194.0
250514_VIC_CFB_TSS_Enhancers_1272	ENSG00000155849	chr7	36986180.0	36986200.0
250514_VIC_CFB_TSS_Enhancers_1273	ENSG00000155849	chr7	36986184.0	36986204.0
250514_VIC_CFB_TSS_Enhancers_1274	ENSG00000155849	chr7	36986186.0	36986206.0
250514_VIC_CFB_TSS_Enhancers_1275	ENSG00000155849	chr7	36986206.0	36986226.0
250514_VIC_CFB_TSS_Enhancers_1276	ENSG00000155849	chr7	36986235.0	36986255.0
250514_VIC_CFB_TSS_Enhancers_1277	ENSG00000155849	chr7	36986361.0	36986381.0
250514_VIC_CFB_TSS_Enhancers_1278	ENSG00000155849	chr7	36986392.0	36986412.0
250514_VIC_CFB_TSS_Enhancers_1279	ENSG00000155849	chr7	36986394.0	36986414.0
250514_VIC_CFB_TSS_Enhancers_1310	ENSG00000106571	chr7	42237314.0	42237334.0
250514_VIC_CFB_TSS_Enhancers_1311	ENSG00000106571	chr7	42237332.0	42237352.0
250514_VIC_CFB_TSS_Enhancers_1312	ENSG00000106571	chr7	42237376.0	42237396.0
250514_VIC_CFB_TSS_Enhancers_1313	ENSG00000106571	chr7	42237390.0	42237410.0
250514_VIC_CFB_TSS_Enhancers_1314	ENSG00000106571	chr7	42237433.0	42237453.0
250514_VIC_CFB_TSS_Enhancers_1315	ENSG00000106571	chr7	42237465.0	42237485.0
250514_VIC_CFB_TSS_Enhancers_1316	ENSG00000106571	chr7	42237471.0	42237491.0
250514_VIC_CFB_TSS_Enhancers_1317	ENSG00000106571	chr7	42237478.0	42237498.0
250514_VIC_CFB_TSS_Enhancers_1318	ENSG00000106571	chr7	42237498.0	42237518.0
250514_VIC_CFB_TSS_Enhancers_1319	ENSG00000106571	chr7	42237534.0	42237554.0
250514_VIC_CFB_TSS_Enhancers_1320	ENSG00000106571	chr7	42237640.0	42237660.0
250514_VIC_CFB_TSS_Enhancers_1321	ENSG00000106571	chr7	42237673.0	42237693.0
250514_VIC_CFB_TSS_Enhancers_1322	ENSG00000106571	chr7	42237686.0	42237706.0
250514_VIC_CFB_TSS_Enhancers_1323	ENSG00000106571	chr7	42237721.0	42237741.0
250514_VIC_CFB_TSS_Enhancers_1324	ENSG00000106571	chr7	42237780.0	42237800.0
250514_VIC_CFB_TSS_Enhancers_1340	ENSG00000198822	chr7	86643704.0	86643724.0
250514_VIC_CFB_TSS_Enhancers_1341	ENSG00000198822	chr7	86643759.0	86643779.0
250514_VIC_CFB_TSS_Enhancers_1342	ENSG00000198822	chr7	86643789.0	86643809.0
250514_VIC_CFB_TSS_Enhancers_1343	ENSG00000198822	chr7	86643800.0	86643820.0
250514_VIC_CFB_TSS_Enhancers_1344	ENSG00000198822	chr7	86643861.0	86643881.0
250514_VIC_CFB_TSS_Enhancers_1345	ENSG00000198822	chr7	86643880.0	86643900.0
250514_VIC_CFB_TSS_Enhancers_1346	ENSG00000198822	chr7	86643895.0	86643915.0
250514_VIC_CFB_TSS_Enhancers_1347	ENSG00000198822	chr7	86643913.0	86643933.0
250514_VIC_CFB_TSS_Enhancers_1348	ENSG00000198822	chr7	86643982.0	86644002.0
250514_VIC_CFB_TSS_Enhancers_1349	ENSG00000198822	chr7	86644019.0	86644039.0
250514_VIC_CFB_TSS_Enhancers_1350	ENSG00000198822	chr7	86644026.0	86644046.0
250514_VIC_CFB_TSS_Enhancers_1351	ENSG00000198822	chr7	86644065.0	86644085.0
250514_VIC_CFB_TSS_Enhancers_1352	ENSG00000198822	chr7	86644120.0	86644140.0
250514_VIC_CFB_TSS_Enhancers_1353	ENSG00000198822	chr7	86644133.0	86644153.0
250514_VIC_CFB_TSS_Enhancers_1354	ENSG00000198822	chr7	86644141.0	86644161.0
250514_VIC_CFB_TSS_Enhancers_1355	VIC_GATA4_enh_3	chr8	11587784.0	11587804.0
250514_VIC_CFB_TSS_Enhancers_1356	VIC_GATA4_enh_3	chr8	11587794.0	11587814.0
250514_VIC_CFB_TSS_Enhancers_1357	VIC_GATA4_enh_3	chr8	11587801.0	11587821.0
250514_VIC_CFB_TSS_Enhancers_1358	VIC_GATA4_enh_3	chr8	11587804.0	11587824.0
250514_VIC_CFB_TSS_Enhancers_1359	VIC_GATA4_enh_3	chr8	11587830.0	11587850.0
250514_VIC_CFB_TSS_Enhancers_1360	VIC_GATA4_enh_3	chr8	11587854.0	11587874.0
250514_VIC_CFB_TSS_Enhancers_1361	VIC_GATA4_enh_3	chr8	11587865.0	11587885.0
250514_VIC_CFB_TSS_Enhancers_1362	VIC_GATA4_enh_3	chr8	11587896.0	11587916.0
250514_VIC_CFB_TSS_Enhancers_1363	VIC_GATA4_enh_3	chr8	11587919.0	11587939.0
250514_VIC_CFB_TSS_Enhancers_1364	VIC_GATA4_enh_3	chr8	11587921.0	11587941.0
250514_VIC_CFB_TSS_Enhancers_1365	VIC_GATA4_enh_3	chr8	11587930.0	11587950.0
250514_VIC_CFB_TSS_Enhancers_1366	VIC_GATA4_enh_3	chr8	11587938.0	11587958.0
250514_VIC_CFB_TSS_Enhancers_1367	VIC_GATA4_enh_3	chr8	11587960.0	11587980.0
250514_VIC_CFB_TSS_Enhancers_1368	VIC_GATA4_enh_3	chr8	11587972.0	11587992.0
250514_VIC_CFB_TSS_Enhancers_1369	VIC_GATA4_enh_3	chr8	11588009.0	11588029.0
250514_VIC_CFB_TSS_Enhancers_1370	VIC_GATA4_enh_4	chr8	11588246.0	11588266.0
250514_VIC_CFB_TSS_Enhancers_1371	VIC_GATA4_enh_4	chr8	11588262.0	11588282.0
250514_VIC_CFB_TSS_Enhancers_1372	VIC_GATA4_enh_4	chr8	11588277.0	11588297.0
250514_VIC_CFB_TSS_Enhancers_1373	VIC_GATA4_enh_4	chr8	11588303.0	11588323.0
250514_VIC_CFB_TSS_Enhancers_1374	VIC_GATA4_enh_4	chr8	11588323.0	11588343.0
250514_VIC_CFB_TSS_Enhancers_1375	VIC_GATA4_enh_4	chr8	11588341.0	11588361.0
250514_VIC_CFB_TSS_Enhancers_1376	VIC_GATA4_enh_4	chr8	11588359.0	11588379.0
250514_VIC_CFB_TSS_Enhancers_1377	VIC_GATA4_enh_4	chr8	11588362.0	11588382.0
250514_VIC_CFB_TSS_Enhancers_1378	VIC_GATA4_enh_4	chr8	11588384.0	11588404.0
250514_VIC_CFB_TSS_Enhancers_1379	VIC_GATA4_enh_4	chr8	11588420.0	11588440.0
250514_VIC_CFB_TSS_Enhancers_1380	VIC_GATA4_enh_4	chr8	11588424.0	11588444.0
250514_VIC_CFB_TSS_Enhancers_1381	VIC_GATA4_enh_4	chr8	11588430.0	11588450.0
250514_VIC_CFB_TSS_Enhancers_1382	VIC_GATA4_enh_4	chr8	11588477.0	11588497.0
250514_VIC_CFB_TSS_Enhancers_1383	VIC_GATA4_enh_4	chr8	11588494.0	11588514.0
250514_VIC_CFB_TSS_Enhancers_1384	VIC_GATA4_enh_4	chr8	11588502.0	11588522.0
250514_VIC_CFB_TSS_Enhancers_1385	VIC_GATA4_enh_1	chr8	11589326.0	11589346.0
250514_VIC_CFB_TSS_Enhancers_1386	VIC_GATA4_enh_1	chr8	11589360.0	11589380.0
250514_VIC_CFB_TSS_Enhancers_1387	VIC_GATA4_enh_1	chr8	11589427.0	11589447.0
250514_VIC_CFB_TSS_Enhancers_1388	VIC_GATA4_enh_1	chr8	11589458.0	11589478.0
250514_VIC_CFB_TSS_Enhancers_1389	VIC_GATA4_enh_1	chr8	11589474.0	11589494.0
250514_VIC_CFB_TSS_Enhancers_1390	VIC_GATA4_enh_1	chr8	11589476.0	11589496.0
250514_VIC_CFB_TSS_Enhancers_1391	VIC_GATA4_enh_1	chr8	11589495.0	11589515.0
250514_VIC_CFB_TSS_Enhancers_1392	VIC_GATA4_enh_1	chr8	11589560.0	11589580.0
250514_VIC_CFB_TSS_Enhancers_1393	VIC_GATA4_enh_1	chr8	11589562.0	11589582.0
250514_VIC_CFB_TSS_Enhancers_1394	VIC_GATA4_enh_1	chr8	11589569.0	11589589.0
250514_VIC_CFB_TSS_Enhancers_1395	VIC_GATA4_enh_1	chr8	11589574.0	11589594.0
250514_VIC_CFB_TSS_Enhancers_1396	VIC_GATA4_enh_1	chr8	11589574.0	11589594.0
250514_VIC_CFB_TSS_Enhancers_1397	VIC_GATA4_enh_2	chr8	11589589.0	11589609.0
250514_VIC_CFB_TSS_Enhancers_1398	VIC_GATA4_enh_1	chr8	11589591.0	11589611.0
250514_VIC_CFB_TSS_Enhancers_1399	VIC_GATA4_enh_1	chr8	11589597.0	11589617.0
250514_VIC_CFB_TSS_Enhancers_1400	VIC_GATA4_enh_2	chr8	11589639.0	11589659.0
250514_VIC_CFB_TSS_Enhancers_1401	VIC_GATA4_enh_2	chr8	11589648.0	11589668.0
250514_VIC_CFB_TSS_Enhancers_1402	VIC_GATA4_enh_2	chr8	11589684.0	11589704.0
250514_VIC_CFB_TSS_Enhancers_1403	VIC_GATA4_enh_2	chr8	11589686.0	11589706.0
250514_VIC_CFB_TSS_Enhancers_1404	VIC_GATA4_enh_2	chr8	11589688.0	11589708.0
250514_VIC_CFB_TSS_Enhancers_1405	VIC_GATA4_enh_2	chr8	11589725.0	11589745.0
250514_VIC_CFB_TSS_Enhancers_1406	VIC_GATA4_enh_2	chr8	11589746.0	11589766.0
250514_VIC_CFB_TSS_Enhancers_1407	VIC_GATA4_enh_2	chr8	11589752.0	11589772.0
250514_VIC_CFB_TSS_Enhancers_1408	VIC_GATA4_enh_2	chr8	11589783.0	11589803.0
250514_VIC_CFB_TSS_Enhancers_1409	VIC_GATA4_enh_2	chr8	11589805.0	11589825.0
250514_VIC_CFB_TSS_Enhancers_1410	ENSG00000136574	chr8	11676723.0	11676743.0
250514_VIC_CFB_TSS_Enhancers_1411	ENSG00000136574	chr8	11676812.0	11676832.0
250514_VIC_CFB_TSS_Enhancers_1412	ENSG00000136574	chr8	11676906.0	11676926.0
250514_VIC_CFB_TSS_Enhancers_1413	ENSG00000136574	chr8	11676924.0	11676944.0
250514_VIC_CFB_TSS_Enhancers_1414	ENSG00000136574	chr8	11676971.0	11676991.0
250514_VIC_CFB_TSS_Enhancers_1415	ENSG00000136574	chr8	11676978.0	11676998.0
250514_VIC_CFB_TSS_Enhancers_1416	ENSG00000136574	chr8	11677003.0	11677023.0
250514_VIC_CFB_TSS_Enhancers_1417	ENSG00000136574	chr8	11677029.0	11677049.0
250514_VIC_CFB_TSS_Enhancers_1418	ENSG00000136574	chr8	11677041.0	11677061.0
250514_VIC_CFB_TSS_Enhancers_1419	ENSG00000136574	chr8	11677056.0	11677076.0
250514_VIC_CFB_TSS_Enhancers_1420	ENSG00000136574	chr8	11677072.0	11677092.0
250514_VIC_CFB_TSS_Enhancers_1421	ENSG00000136574	chr8	11677083.0	11677103.0
250514_VIC_CFB_TSS_Enhancers_1422	ENSG00000136574	chr8	11677090.0	11677110.0
250514_VIC_CFB_TSS_Enhancers_1423	ENSG00000136574	chr8	11677096.0	11677116.0
250514_VIC_CFB_TSS_Enhancers_1424	ENSG00000136574	chr8	11677158.0	11677178.0
250514_VIC_CFB_TSS_Enhancers_1440	ENSG00000147408	chr8	19682350.0	19682370.0
250514_VIC_CFB_TSS_Enhancers_1441	ENSG00000147408	chr8	19682365.0	19682385.0
250514_VIC_CFB_TSS_Enhancers_1442	ENSG00000147408	chr8	19682467.0	19682487.0
250514_VIC_CFB_TSS_Enhancers_1443	ENSG00000147408	chr8	19682498.0	19682518.0
250514_VIC_CFB_TSS_Enhancers_1444	ENSG00000147408	chr8	19682511.0	19682531.0
250514_VIC_CFB_TSS_Enhancers_1445	ENSG00000147408	chr8	19682517.0	19682537.0
250514_VIC_CFB_TSS_Enhancers_1446	ENSG00000147408	chr8	19682538.0	19682558.0
250514_VIC_CFB_TSS_Enhancers_1447	ENSG00000147408	chr8	19682545.0	19682565.0
250514_VIC_CFB_TSS_Enhancers_1448	ENSG00000147408	chr8	19682565.0	19682585.0
250514_VIC_CFB_TSS_Enhancers_1449	ENSG00000147408	chr8	19682583.0	19682603.0
250514_VIC_CFB_TSS_Enhancers_1450	ENSG00000147408	chr8	19682697.0	19682717.0
250514_VIC_CFB_TSS_Enhancers_1451	ENSG00000147408	chr8	19682716.0	19682736.0
250514_VIC_CFB_TSS_Enhancers_1452	ENSG00000147408	chr8	19682731.0	19682751.0
250514_VIC_CFB_TSS_Enhancers_1453	ENSG00000147408	chr8	19682762.0	19682782.0
250514_VIC_CFB_TSS_Enhancers_1454	ENSG00000147408	chr8	19682806.0	19682826.0
250514_VIC_CFB_TSS_Enhancers_1455	ENSG00000147408	chr8	19757691.0	19757711.0
250514_VIC_CFB_TSS_Enhancers_1456	ENSG00000147408	chr8	19757695.0	19757715.0
250514_VIC_CFB_TSS_Enhancers_1457	ENSG00000147408	chr8	19757724.0	19757744.0
250514_VIC_CFB_TSS_Enhancers_1458	ENSG00000147408	chr8	19757729.0	19757749.0
250514_VIC_CFB_TSS_Enhancers_1459	ENSG00000147408	chr8	19757809.0	19757829.0
250514_VIC_CFB_TSS_Enhancers_1460	ENSG00000147408	chr8	19757867.0	19757887.0
250514_VIC_CFB_TSS_Enhancers_1461	ENSG00000147408	chr8	19757889.0	19757909.0
250514_VIC_CFB_TSS_Enhancers_1462	ENSG00000147408	chr8	19757902.0	19757922.0
250514_VIC_CFB_TSS_Enhancers_1463	ENSG00000147408	chr8	19757918.0	19757938.0
250514_VIC_CFB_TSS_Enhancers_1464	ENSG00000147408	chr8	19757928.0	19757948.0
250514_VIC_CFB_TSS_Enhancers_1465	ENSG00000147408	chr8	19758016.0	19758036.0
250514_VIC_CFB_TSS_Enhancers_1466	ENSG00000147408	chr8	19758034.0	19758054.0
250514_VIC_CFB_TSS_Enhancers_1467	ENSG00000147408	chr8	19758053.0	19758073.0
250514_VIC_CFB_TSS_Enhancers_1468	ENSG00000147408	chr8	19758076.0	19758096.0
250514_VIC_CFB_TSS_Enhancers_1469	ENSG00000147408	chr8	19758163.0	19758183.0
250514_VIC_CFB_TSS_Enhancers_1470	ENSG00000181195	chr8	56445796.0	56445816.0
250514_VIC_CFB_TSS_Enhancers_1471	ENSG00000181195	chr8	56445835.0	56445855.0
250514_VIC_CFB_TSS_Enhancers_1472	ENSG00000181195	chr8	56445884.0	56445904.0
250514_VIC_CFB_TSS_Enhancers_1473	ENSG00000181195	chr8	56445898.0	56445918.0
250514_VIC_CFB_TSS_Enhancers_1474	ENSG00000181195	chr8	56445947.0	56445967.0
250514_VIC_CFB_TSS_Enhancers_1475	ENSG00000181195	chr8	56445983.0	56446003.0
250514_VIC_CFB_TSS_Enhancers_1476	ENSG00000181195	chr8	56445993.0	56446013.0
250514_VIC_CFB_TSS_Enhancers_1477	ENSG00000181195	chr8	56446024.0	56446044.0
250514_VIC_CFB_TSS_Enhancers_1478	ENSG00000181195	chr8	56446048.0	56446068.0
